class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
ArrayStack,0.0,,0.0,0.0,0.25,0.25,0.07142857142857142,0.1111111111111111,
BagUtils,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.9166666666666666,
BoundedMap,,,0.0,,,,0.0,,
ClosureUtils,0.32,1.0,0.0,,0.44,0.4782608695652174,0.2878787878787879,0.6129032258064516,
CollectionUtils,0.288135593220339,0.6071428571428571,0.0,0.0,0.7105263157894737,0.8709677419354839,0.3096446700507614,0.6161616161616161,
FactoryUtils,0.0,,0.0,,0.4,1.0,0.11764705882352941,1.0,
FluentIterable,0.38095238095238093,0.8888888888888888,0.0,0.0,0.8125,0.8666666666666667,0.3230769230769231,0.8076923076923077,
PredicateUtils,0.7666666666666667,1.0,0.0,,0.6,0.6206896551724138,0.4659090909090909,0.7884615384615384,
QueueUtils,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8888888888888888,
CollectionBag,0.2222222222222222,1.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.6666666666666666,
SynchronizedBag,1.0,1.0,0.0,,1.0,1.0,0.7777777777777778,1.0,
FixedOrderComparator,0.0,,0.0,0.0,0.42857142857142855,0.42857142857142855,0.13043478260869565,0.375,
AllPredicate,0.5,0.6666666666666666,0.0,,0.5,0.5,0.36363636363636365,0.5714285714285714,
AndPredicate,0.8,1.0,0.0,,1.0,1.0,0.5555555555555556,1.0,
AnyPredicate,0.5,0.6666666666666666,0.0,,0.5,0.5,0.36363636363636365,0.5714285714285714,
IfClosure,0.45454545454545453,1.0,0.0,,1.0,1.0,0.3888888888888889,1.0,
DefaultMapEntry,0.5,1.0,,,0.5,1.0,0.5,1.0,
HashedMap,0.0,,0.0,,1.0,1.0,0.4444444444444444,1.0,
LRUMap,0.0,,0.0,0.0,0.5714285714285714,0.6666666666666666,0.18461538461538463,0.631578947368421,
LazyMap,1.0,1.0,0.0,,1.0,1.0,0.8571428571428571,1.0,
KeyAnalyzer,0.07142857142857142,1.0,0.0,,,,0.05263157894736842,1.0,
