class,method,kind_exp,name_exp,kind_gen,name_gen,expected,generated,relation,reason
AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome(representation),ConditionKind.PARAM,representation,ConditionKind.PARAM,representation,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome(representation),ConditionKind.THROWS,InvalidRepresentationException,ConditionKind.THROWS,InvalidRepresentationException,,assert !receiverObjectID.checkValidity(args[0]);,AssertionRelation.UNEXPECTED,
AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome(representation),ConditionKind.PARAM,representation,ConditionKind.PARAM,representation,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome(representation),ConditionKind.THROWS,InvalidRepresentationException,ConditionKind.THROWS,InvalidRepresentationException,,assert !args[0].equals(getRepresentation());,AssertionRelation.UNEXPECTED,
AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome(representation copyList),ConditionKind.PARAM,representation,ConditionKind.PARAM,representation,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome(representation copyList),ConditionKind.PARAM,copyList,ConditionKind.PARAM,copyList,,assert receiverObjectID.getCopyList();,AssertionRelation.UNEXPECTED,
AbstractListChromosome,checkValidity(chromosomeRepresentation),ConditionKind.PARAM,chromosomeRepresentation,ConditionKind.PARAM,chromosomeRepresentation,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
AbstractListChromosome,checkValidity(chromosomeRepresentation),ConditionKind.THROWS,InvalidRepresentationException,ConditionKind.THROWS,InvalidRepresentationException,,assert !args[0].getRepresentation().isValid();,AssertionRelation.UNEXPECTED,
AbstractListChromosome,getRepresentation(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == !receiverObjectID.checkValidity(null);,AssertionRelation.UNEXPECTED,
AbstractListChromosome,getLength(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getLength();,AssertionRelation.UNEXPECTED,
AbstractListChromosome,newFixedLengthChromosome(chromosomeRepresentation),ConditionKind.PARAM,chromosomeRepresentation,ConditionKind.PARAM,chromosomeRepresentation,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
AbstractListChromosome,newFixedLengthChromosome(chromosomeRepresentation),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID instanceof AbstractListChromosome;,AssertionRelation.UNEXPECTED,
