class,method,kind_exp,name_exp,kind_gen,name_gen,expected,generated,relation,reason
ContinuousOutputModel,append(model),ConditionKind.PARAM,model,ConditionKind.PARAM,model,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,append(model),ConditionKind.THROWS,MathIllegalArgumentException,ConditionKind.THROWS,MathIllegalArgumentException,,assert !args[0].getInterpolatedState().length == this.getInitialTime() || args[0].getInterpolatedDerivatives().length != this.getInterpolatedTime() || args[0].getInterpolatedSecondaryState(0) > this.getFinalTime();,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,append(model),ConditionKind.THROWS,MaxCountExceededException,ConditionKind.THROWS,MaxCountExceededException,,assert true;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,handleStep(interpolator isLast),ConditionKind.PARAM,interpolator,ConditionKind.PARAM,interpolator,,assert args[0] != null;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,handleStep(interpolator isLast),ConditionKind.PARAM,isLast,ConditionKind.PARAM,isLast,assert args[1]==true;,assert (args[1]) == true;,AssertionRelation.EQUIVALENT,
ContinuousOutputModel,handleStep(interpolator isLast),ConditionKind.THROWS,MaxCountExceededException,ConditionKind.THROWS,MaxCountExceededException,,assert args[1] && receiverObjectID.getInterpolatedTime() > receiverObjectID.getInitialTime();,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInitialTime(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getInitialTime();,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getFinalTime(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getFinalTime();,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedTime(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == (receiverObjectID.getInterpolatedTime() != -1 ? receiverObjectID.getInterpolatedTime() : receiverObjectID.getFinalTime());,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,setInterpolatedTime(time),ConditionKind.PARAM,time,ConditionKind.PARAM,time,,assert (args[0] == null) == false;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedState(),ConditionKind.THROWS,MaxCountExceededException,ConditionKind.THROWS,MaxCountExceededException,,assert args.length > 0;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedState(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getInterpolatedState();,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedDerivatives(),ConditionKind.THROWS,MaxCountExceededException,ConditionKind.THROWS,MaxCountExceededException,,assert args.length > 0;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedDerivatives(),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID == receiverObjectID.getInterpolatedDerivatives();,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedSecondaryState(secondaryStateIndex),ConditionKind.PARAM,secondaryStateIndex,ConditionKind.PARAM,secondaryStateIndex,,assert (args[0] < 0) == false;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedSecondaryState(secondaryStateIndex),ConditionKind.THROWS,MaxCountExceededException,ConditionKind.THROWS,MaxCountExceededException,,assert args[0] > 0;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedSecondaryState(secondaryStateIndex),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID.length == 1 && methodResultID[0] == receiverObjectID.getInterpolatedSecondaryState(args[0]);,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedSecondaryDerivatives(secondaryStateIndex),ConditionKind.PARAM,secondaryStateIndex,ConditionKind.PARAM,secondaryStateIndex,,assert (args[0] < 0) == false;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedSecondaryDerivatives(secondaryStateIndex),ConditionKind.THROWS,MaxCountExceededException,ConditionKind.THROWS,MaxCountExceededException,,assert args[0] > 0;,AssertionRelation.UNEXPECTED,
ContinuousOutputModel,getInterpolatedSecondaryDerivatives(secondaryStateIndex),ConditionKind.RETURN,,ConditionKind.RETURN,,,assert methodResultID.length == 1 && methodResultID[0] == receiverObjectID.getInterpolatedSecondaryDerivatives(args[0]);,AssertionRelation.UNEXPECTED,
