class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
FunctionUtils,0.0,,0.0,,0.5,0.5,0.02040816326530612,0.5,
DerivativeStructure,0.0,,0.0,,0.06896551724137931,1.0,0.029850746268656716,1.0,
Gaussian,0.0,,,,1.0,1.0,0.2857142857142857,1.0,
Logistic,0.0,,,,1.0,1.0,0.14285714285714285,1.0,
StepFunction,0.0,,,,0.0,0.0,0.0,0.0,
IterativeLegendreGaussIntegrator,0.0,,,,0.6666666666666666,0.6666666666666666,0.23529411764705882,0.6666666666666666,
SimpsonIntegrator,0.0,0.0,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,
BivariateGridInterpolator,0.0,,0.0,,0.0,0.0,0.0,0.0,
DividedDifferenceInterpolator,0.0,,0.0,,0.3333333333333333,0.5,0.16666666666666666,0.5,
LinearInterpolator,0.0,,0.0,,0.0,0.0,0.0,0.0,
LoessInterpolator,0.0,,0.0,,0.17647058823529413,0.375,0.09375,0.375,
PolynomialFunctionNewtonForm,0.0,,0.0,,0.2222222222222222,0.2222222222222222,0.08695652173913043,0.2222222222222222,
BracketingNthOrderBrentSolver,0.0,,0.0,,1.0,1.0,0.23076923076923078,1.0,
UnivariateSolverUtils,0.0,0.0,0.0,,0.5625,1.0,0.2727272727272727,0.9,
Complex,0.16,0.5,0.0,,1.0,1.0,0.14084507042253522,0.7142857142857143,
LogisticDistribution,0.5,0.5,0.0,,0.0,,0.16666666666666666,0.5,
SimpleCurveFitter,0.25,1.0,0.0,,,,0.14285714285714285,1.0,
BigFraction,0.23809523809523808,1.0,0.0,,0.55,0.6875,0.2,0.8076923076923077,
Fraction,0.19047619047619047,1.0,0.0,,0.42857142857142855,0.8571428571428571,0.1724137931034483,0.9090909090909091,
AbstractListChromosome,0.0,,0.0,,0.0,,0.0,,
BinaryMutation,0.0,,0.0,,0.0,0.0,0.0,0.0,
CycleCrossover,0.0,,0.0,,0.0,0.0,0.0,0.0,
RandomKey,0.0,,0.0,,0.25,1.0,0.05555555555555555,1.0,
Vector,0.0,,0.0,,1.0,1.0,0.030303030303030304,1.0,
Interval,0.0,,0.0,0.0,,,0.0,0.0,
IntervalsSet,0.3333333333333333,1.0,0.0,,,,0.26666666666666666,1.0,
FieldRotation,0.0,,0.0,,0.0,0.0,0.0,0.0,
Line,0.0,,0.0,,0.0,0.0,0.0,0.0,
SubLine,0.0,,0.0,,0.0,0.0,0.0,0.0,
Vector3D,0.0,,0.0,,0.0,0.0,0.0,0.0,
Region,0.0,,0.0,0.0,,,0.0,0.0,
S2Point,0.0,,0.0,,0.0,0.0,0.0,0.0,
PreconditionedIterativeLinearSolver,0.0,,0.0,,0.16666666666666666,0.4,0.11764705882352941,0.4,
RealVector,0.0,,0.0,,0.16216216216216217,0.3157894736842105,0.0410958904109589,0.3157894736842105,
SymmLQ,0.0,,0.0,,0.0,0.0,0.0,0.0,
ContinuousOutputModel,0.0,0.0,0.0,,0.0,,0.0,0.0,
AdaptiveStepsizeIntegrator,0.22727272727272727,1.0,0.0,,0.0,,0.1724137931034483,1.0,
EmbeddedRungeKuttaFieldIntegrator,0.0,0.0,0.0,,,,0.0,0.0,
SimpleValueChecker,0.0,,0.0,,1.0,1.0,0.1,1.0,
AbstractSimplex,0.0,,0.0,,0.125,1.0,0.037037037037037035,1.0,
UnivariateMultiStartOptimizer,0.0,,,,0.6666666666666666,1.0,0.3333333333333333,1.0,
Primes,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.375,0.5,
BitsStreamGenerator,0.5,1.0,0.0,,0.0,0.0,0.2727272727272727,0.5,
HaltonSequenceGenerator,0.0,0.0,0.0,,0.8,1.0,0.23529411764705882,0.8,
RandomAdaptor,0.25,0.5,0.0,,0.0,0.0,0.08333333333333333,0.3333333333333333,
RandomDataGenerator,0.0,,0.0,,0.6956521739130435,0.9411764705882353,0.25396825396825395,0.9411764705882353,
DBSCANClusterer,0.0,,0.0,,1.0,1.0,0.25,1.0,
SummaryStatistics,0.0,,0.0,0.0,0.2,1.0,0.04081632653061224,0.6666666666666666,
PSquarePercentile,0.0,,0.0,,0.0,0.0,0.0,0.0,
Sum,0.0,,0.0,0.0,0.4,0.6666666666666666,0.1111111111111111,0.4,
ArithmeticUtils,0.0,0.0,0.0,0.0,0.45714285714285713,0.8421052631578947,0.1553398058252427,0.5,
FastMath,0.019417475728155338,1.0,0.0,0.0,0.26666666666666666,1.0,0.031088082901554404,0.42857142857142855,
KthSelector,0.0,,0.0,,1.0,1.0,0.14285714285714285,1.0,
