"class","method","kind_exp","name_exp","kind_gen","name_gen","expected","generated","relation","reason"
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order)","ConditionKind.PARAM","parameters","ConditionKind.PARAM","parameters","","assert args[0] >= 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order)","ConditionKind.PARAM","order","ConditionKind.PARAM","order","","assert args[1] >= 0;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order)","ConditionKind.THROWS","NumberIsTooLargeException","ConditionKind.THROWS","NumberIsTooLargeException","","assert args[1] > Integer.MAX_VALUE;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order value)","ConditionKind.PARAM","parameters","ConditionKind.PARAM","parameters","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order value)","ConditionKind.PARAM","order","ConditionKind.PARAM","order","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order value)","ConditionKind.PARAM","value","ConditionKind.PARAM","value","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order value)","ConditionKind.THROWS","NumberIsTooLargeException","ConditionKind.THROWS","NumberIsTooLargeException","","assert args[1] > Integer.MAX_VALUE;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order index value)","ConditionKind.PARAM","parameters","ConditionKind.PARAM","parameters","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order index value)","ConditionKind.PARAM","order","ConditionKind.PARAM","order","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order index value)","ConditionKind.PARAM","index","ConditionKind.PARAM","index","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order index value)","ConditionKind.PARAM","value","ConditionKind.PARAM","value","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(parameters order index value)","ConditionKind.THROWS","NumberIsTooLargeException","ConditionKind.THROWS","NumberIsTooLargeException","assert args[2]>=args[0];","assert args[2] >= args[0];","AssertionRelation.IDENTICAL",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2)","ConditionKind.PARAM","a1","ConditionKind.PARAM","a1","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2)","ConditionKind.PARAM","ds1","ConditionKind.PARAM","ds1","","assert args[1] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2)","ConditionKind.PARAM","a2","ConditionKind.PARAM","a2","","assert true;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2)","ConditionKind.PARAM","ds2","ConditionKind.PARAM","ds2","","assert args[3] != null;","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2)","ConditionKind.THROWS","DimensionMismatchException","ConditionKind.THROWS","DimensionMismatchException","","assert args[1].getOrder() != args[3].getOrder() || args[1].getValue() != args[3].getValue();","AssertionRelation.UNEXPECTED",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.PARAM","a1","ConditionKind.PARAM","a1","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.PARAM","ds1","ConditionKind.PARAM","ds1","","","AssertionRelation.EMPTY",""
"DerivativeStructure","org.apache.commons.math3.analysis.differentiation.DerivativeStructure(a1 ds1 a2 ds2 a3 ds3)","ConditionKind.PARAM","a2","ConditionKind.PARAM","a2","","","AssertionRelation.EMPTY",""
