class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
CharMatcher,0.0,0.0,0.0,,0.5,0.5,0.041666666666666664,0.3333333333333333,
Converter,1.0,1.0,0.0,0.0,0.0,,0.3333333333333333,0.4,
MoreObjects,0.0,,0.0,0.0,1.0,1.0,0.2,0.5,
Splitter,0.1,0.5,0.0,,0.0,0.0,0.038461538461538464,0.3333333333333333,
Strings,0.0,0.0,0.0,0.0,1.0,1.0,0.058823529411764705,0.14285714285714285,
Throwables,0.0,0.0,0.0,,,,0.0,0.0,
Verify,0.0,,0.0,0.0,0.5,0.5,0.2222222222222222,0.3333333333333333,
CacheLoader,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
ArrayListMultimap,0.0,,,,1.0,1.0,0.25,1.0,
ConcurrentHashMultiset,0.0,0.0,0.0,,0.6666666666666666,0.6666666666666666,0.19047619047619047,0.5714285714285714,
ImmutableSortedMapFauxverideShim,,,,,1.0,1.0,1.0,1.0,
ImmutableSortedMap,,,,,0.1875,1.0,0.1875,1.0,
Iterators,0.0,,0.0,,0.36363636363636365,0.8,0.09090909090909091,0.8,
UnicodeEscaper,0.0,,0.0,,0.4,1.0,0.15384615384615385,1.0,
BloomFilter,0.3125,0.5555555555555556,0.0,,0.0,0.0,0.22727272727272727,0.5,
Hashing,1.0,1.0,0.0,,0.0,,0.25,1.0,
Doubles,0.0,0.0,0.0,,0.25,0.25,0.02631578947368421,0.16666666666666666,
Floats,0.0,0.0,0.0,,0.25,0.25,0.02631578947368421,0.16666666666666666,
Shorts,0.0,0.0,0.0,,0.3333333333333333,0.3333333333333333,0.05,0.25,
AtomicDoubleArray,0.0,,0.0,,1.0,1.0,0.038461538461538464,1.0,
