class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
Graph,0.0,,0.0,0.0,0.4,0.4444444444444444,0.08163265306122448,0.3076923076923077,
CompleteGraphGenerator,0.0,,,,1.0,1.0,0.5,1.0,
Graphs,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
EmptyGraphGenerator,0.0,,,,1.0,1.0,0.5,1.0,
AbstractPathElementList,0.0,,,,0.3333333333333333,0.4,0.18181818181818182,0.4,
LinearGraphGenerator,0.0,,,,1.0,1.0,0.5,1.0,
KShortestPaths,0.0,,0.0,,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.3333333333333333,
AbstractGraph,0.0,,0.0,,0.5,0.5,0.07142857142857142,0.5,
DirectedSimpleCycles,0.0,,0.0,0.0,0.5,0.5,0.2,0.3333333333333333,
GraphDelegator,0.0,,,,1.0,1.0,0.5,1.0,
PatonCycleBase,0.0,,,,1.0,1.0,0.5,1.0,
