class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
AnnotationUtils,0.2,0.5,0.0,0.0,0.0,,0.09090909090909091,0.3333333333333333,
ArrayFill,0.0,,0.0,,0.0,,0.0,,
CompareToBuilder,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
ComparableUtils,0.0,,0.0,,,,0.0,,
DoubleRange,0.0,,0.0,,0.0,,0.0,,
EventUtils,0.0,,,,0.0,,0.0,,
ByteConsumer,0.0,,0.0,0.0,1.0,1.0,0.2,0.5,
Fraction,0.3333333333333333,1.0,0.0,,0.4583333333333333,0.9166666666666666,0.24615384615384617,0.9411764705882353,
RegExUtils,0.0,,0.0,,0.0,,0.0,,
SerializationUtils,0.42857142857142855,1.0,0.0,,0.375,1.0,0.3,1.0,
StrMatcher,0.0,,0.0,,,,0.0,,
StrTokenizer,0.0,0.0,0.0,,0.6,1.0,0.03260869565217391,0.42857142857142855,
NumericEntityEscaper,0.0,,0.0,,,,0.0,,
WordUtils,0.0,0.0,0.0,,,,0.0,0.0,
DurationUtils,0.15,0.6,0.0,0.0,0.0,,0.08823529411764706,0.5,
FastDateFormat,0.0625,0.8,0.0,0.0,0.0,0.0,0.0380952380952381,0.2857142857142857,
ImmutablePair,0.2,1.0,0.0,,0.0,,0.1,1.0,
MutablePair,0.2727272727272727,1.0,0.0,,0.5,1.0,0.21052631578947367,1.0,
