class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
Graph,0.038461538461538464,1.0,0.09523809523809523,0.5,0.7,0.7777777777777778,0.17543859649122806,0.7142857142857143,
CompleteGraphGenerator,0.0,,,,1.0,1.0,0.5,1.0,
Graphs,0.0,,0.07142857142857142,0.5,0.0,0.0,0.018867924528301886,0.25,
EmptyGraphGenerator,0.0,,,,1.0,1.0,0.5,1.0,
AbstractPathElementList,0.0,,,,0.6666666666666666,0.8,0.36363636363636365,0.8,
LinearGraphGenerator,0.0,,,,1.0,1.0,0.5,1.0,
KShortestPaths,0.0,,0.0,,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,
AbstractGraph,0.0,,0.0,,0.5,0.5,0.07142857142857142,0.5,
DirectedSimpleCycles,0.0,,0.0,0.0,1.0,1.0,0.4,0.6666666666666666,
GraphDelegator,0.0,,,,1.0,1.0,0.5,1.0,
PatonCycleBase,0.0,,,,1.0,1.0,0.5,1.0,
