class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
CharMatcher,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Converter,1.0,1.0,0.0,0.0,0.0,,0.3333333333333333,0.4,
MoreObjects,0.0,,0.0,0.0,1.0,1.0,0.2,0.5,
Splitter,0.1,0.5,0.0,,0.0,0.0,0.045454545454545456,0.3333333333333333,
Strings,0.0,0.0,0.0,0.0,1.0,1.0,0.05555555555555555,0.14285714285714285,
Throwables,0.0,0.0,0.0,,,,0.0,0.0,
Verify,0.0,,0.0,0.0,0.5,0.5,0.18181818181818182,0.3333333333333333,
CacheLoader,0.3333333333333333,0.4,0.0,0.0,0.0,,0.16666666666666666,0.2857142857142857,
ArrayListMultimap,0.0,,,,1.0,1.0,0.25,1.0,
ConcurrentHashMultiset,0.0,0.0,0.0,,0.5,0.5,0.14285714285714285,0.42857142857142855,
ImmutableSortedMapFauxverideShim,,,,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,
ImmutableSortedMap,,,,,0.25,1.0,0.25,1.0,
Iterators,0.0,,0.0,,0.2727272727272727,0.6,0.06382978723404255,0.6,
UnicodeEscaper,0.0,,0.0,,0.0,0.0,0.0,0.0,
BloomFilter,0.375,0.6666666666666666,0.0,,0.0,0.0,0.2857142857142857,0.6,
Hashing,1.0,1.0,,,0.0,,0.3333333333333333,1.0,
Doubles,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Floats,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
Shorts,0.0,0.0,0.0,,0.16666666666666666,0.16666666666666666,0.025,0.125,
AtomicDoubleArray,0.0,,0.0,,1.0,1.0,0.03571428571428571,1.0,
