class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
ArrayStack,0.0,,0.0,0.0,0.25,0.25,0.07142857142857142,0.1111111111111111,
BagUtils,1.0,1.0,0.0,0.0,1.0,1.0,0.7333333333333333,0.9166666666666666,
BoundedMap,,,0.0,,,,0.0,,
ClosureUtils,0.24,0.75,0.0,,0.56,0.6086956521739131,0.31746031746031744,0.6451612903225806,
CollectionUtils,0.2,0.4642857142857143,0.0,0.0,0.7105263157894737,0.8709677419354839,0.2560386473429952,0.5353535353535354,
FactoryUtils,0.0,,0.0,,0.4,1.0,0.11764705882352941,1.0,
FluentIterable,0.38095238095238093,0.8888888888888888,0.0,0.0,0.8125,0.8666666666666667,0.328125,0.8076923076923077,
PredicateUtils,0.7333333333333333,0.9565217391304348,0.0,,0.7,0.7241379310344828,0.48863636363636365,0.8269230769230769,
QueueUtils,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8888888888888888,
CollectionBag,0.2222222222222222,1.0,0.0,0.0,1.0,1.0,0.23529411764705882,0.6666666666666666,
SynchronizedBag,1.0,1.0,0.0,,1.0,1.0,0.7777777777777778,1.0,
FixedOrderComparator,0.0,,0.0,0.0,0.7777777777777778,1.0,0.28,0.875,
AllPredicate,0.75,1.0,0.0,,0.5,0.5,0.45454545454545453,0.7142857142857143,
AndPredicate,0.8,1.0,0.0,,1.0,1.0,0.5555555555555556,1.0,
AnyPredicate,0.75,1.0,0.0,,0.5,0.5,0.45454545454545453,0.7142857142857143,
IfClosure,0.45454545454545453,1.0,0.0,,1.0,1.0,0.3888888888888889,1.0,
DefaultMapEntry,0.5,1.0,,,0.5,1.0,0.5,1.0,
HashedMap,0.0,,0.0,,1.0,1.0,0.4444444444444444,1.0,
LRUMap,0.0,,0.0,0.0,0.7619047619047619,0.8888888888888888,0.25806451612903225,0.8421052631578947,
LazyMap,1.0,1.0,0.0,,1.0,1.0,0.8571428571428571,1.0,
KeyAnalyzer,0.07142857142857142,1.0,0.0,,,,0.05263157894736842,1.0,
