class_fqn,param_precision,param_recall,return_precision,return_recall,throws_precision,throws_recall,overall_precision,overall_recall,overall_f1
ArrayStack,0.0,,0.0,0.0,0.25,0.25,0.07142857142857142,0.1111111111111111,
BagUtils,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.9166666666666666,
BoundedMap,,,0.0,,,,0.0,,
ClosureUtils,0.32,1.0,0.0,,0.6428571428571429,0.391304347826087,0.3090909090909091,0.5483870967741935,
CollectionUtils,0.3559322033898305,0.75,0.0,0.0,0.696969696969697,0.7419354838709677,0.3051643192488263,0.6565656565656566,
FactoryUtils,0.0,,0.0,,0.4,1.0,0.11764705882352941,1.0,
FluentIterable,0.38095238095238093,0.8888888888888888,0.0,0.0,0.8,0.8,0.3125,0.7692307692307693,
PredicateUtils,0.7666666666666667,1.0,0.0,,0.6896551724137931,0.6896551724137931,0.48863636363636365,0.8269230769230769,
QueueUtils,1.0,1.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8888888888888888,
CollectionBag,0.2222222222222222,1.0,0.0,0.0,1.0,1.0,0.2222222222222222,0.6666666666666666,
SynchronizedBag,1.0,1.0,0.0,,1.0,1.0,0.7777777777777778,1.0,
FixedOrderComparator,0.0,,0.0,0.0,0.3333333333333333,0.42857142857142855,0.12,0.375,
AllPredicate,0.75,1.0,0.0,,0.5,0.25,0.4444444444444444,0.5714285714285714,
AndPredicate,0.8,1.0,0.0,,1.0,1.0,0.5555555555555556,1.0,
AnyPredicate,0.75,1.0,0.0,,,0.0,0.42857142857142855,0.42857142857142855,
IfClosure,0.45454545454545453,1.0,0.0,,1.0,1.0,0.3888888888888889,1.0,
DefaultMapEntry,0.5,1.0,,,0.5,1.0,0.5,1.0,
HashedMap,0.0,,0.0,,0.75,0.75,0.3333333333333333,0.75,
LRUMap,0.0,,0.0,0.0,0.6,0.5,0.15,0.47368421052631576,
LazyMap,1.0,1.0,0.0,,1.0,1.0,0.8571428571428571,1.0,
KeyAnalyzer,0.07142857142857142,1.0,0.0,,,,0.05263157894736842,1.0,
